,Unnamed: 0,disentanglement,avg_corr_coef,IOSS,IRS,gaussian_total_correlation,gaussian_wasserstein_dependency,dataset,IOSS_classify,IRS_classify,gaussian_total_correlation_classify,gaussian_wasserstein_dependency_classify,avg_corr_coef_classify
0,0,entangled,0.0361763861023537,0.7220029094556011,0.6156666455247825,2.2183454612844,0.3593137934044083,smallnorb,True,True,False,True,False
1,1,disentangled,0.8985898498288597,0.5660386535702753,1.0,2.3677878368796845,0.2667127442119878,smallnorb,True,True,False,True,False
0,0,entangled,0.6876382635828033,0.6180927412762452,0.7438408616970347,0.6394360855994425,0.1744393727067468,cars3d,True,True,False,True,False
1,1,disentangled,0.90544229745396,0.4423057023114877,1.0,1.4563400798642387,0.0169293400341488,cars3d,True,True,False,True,False
0,0,entangled,0.0995267726344605,1.087531154390974,0.5495172628387115,7.104069940079845,0.7311786246139574,mpi3d,True,True,True,True,False
1,1,disentangled,0.8381373929846182,0.9612180727354565,1.0,4.333244483699018,0.3103981025538949,mpi3d,True,True,True,True,False
0,0,entangled,0.2365672253348033,0.863378553308529,0.6250897152621601,2.978136831888856,0.461805049234226,dsprites,True,True,False,True,False
1,1,disentangled,0.8949439860172397,0.6988501682652402,1.0,3.379449783360972,0.4473309747423371,dsprites,True,True,False,True,False
0,0,entangled,0.1388233293021962,0.5540706209438092,0.7442922885887726,0.5342101635233893,0.1577866680446303,cars3d,True,True,False,True,False
1,1,disentangled,0.913623945911534,0.4531089695715948,1.0,1.5430281616019608,0.017252535273439,cars3d,True,True,False,True,False
0,0,entangled,0.2640653260950508,0.7855879830630627,0.6144108031383501,3.290811657047972,0.548855593094471,dsprites,True,True,False,True,False
1,1,disentangled,0.8931057024014857,0.696996295330053,1.0,3.3293082313986657,0.4366906326778484,dsprites,True,True,False,True,False
0,0,entangled,0.2907882021042519,0.6880916177766006,0.3935819982837724,0.4039424294739424,0.0904426371323792,smallnorb,False,True,False,False,False
1,1,disentangled,0.9065501772469834,0.7471705804742585,1.0,2.4878547685422925,0.2800441463167818,smallnorb,False,True,False,False,False
0,0,entangled,0.2445075282624197,1.0649742451890416,0.5244140023368213,5.805982919853726,0.5730083094659628,mpi3d,True,True,True,True,False
1,1,disentangled,0.8409834986077059,0.8771321717188759,1.0,4.354178590887701,0.305006251942545,mpi3d,True,True,True,True,False
0,0,entangled,0.2968734663160169,0.80019607326288,0.5551440236039265,2.194470573401638,0.2118408193028365,dsprites,True,True,False,False,False
1,1,disentangled,0.8820889567276269,0.7051089849502356,1.0,3.160409077754122,0.4309546736432644,dsprites,True,True,False,False,False
0,0,entangled,0.2247333909408817,0.8216562591928834,0.4954846568630557,1.1721991982667492,0.2089256242646885,dsprites,True,True,False,False,False
1,1,disentangled,0.8871660467505742,0.7006518049739557,1.0,3.236312374298633,0.4312527334850594,dsprites,True,True,False,False,False
0,0,entangled,0.6224451588649127,0.4729012172597499,0.7366605028458979,0.2950056434678236,0.0702577096820356,cars3d,False,True,False,True,False
1,1,disentangled,0.9237884929851148,0.5302754544381065,1.0,1.6698376914161566,0.018940453004522,cars3d,False,True,False,True,False
0,0,entangled,0.1161001893735971,1.0486017479180207,0.5269206648283435,5.23141467459341,0.5212941889710696,mpi3d,True,True,True,True,False
1,1,disentangled,0.8486933819518061,0.9361033767488326,1.0,4.488260257361275,0.3060524298910052,mpi3d,True,True,True,True,False
0,0,entangled,0.2335393254831111,0.5073188802486646,0.7688777854212417,0.598272611077856,0.128164631587129,cars3d,True,True,False,True,False
1,1,disentangled,0.904246403685631,0.4736975081328036,1.0,1.459132201236805,0.0171112759669888,cars3d,True,True,False,True,False
0,0,entangled,0.3046298012630794,1.1500592064156003,0.5693203816396039,4.782254472185593,0.4943135535054672,mpi3d,True,True,True,True,False
1,1,disentangled,0.8472841652499015,0.8822255904669847,1.0,4.480138869134676,0.3207382384668775,mpi3d,True,True,True,True,False
0,0,entangled,0.0968639271986747,1.1410214608233815,0.5337566993241377,5.817438238345835,0.5098065167052666,mpi3d,True,True,True,True,False
1,1,disentangled,0.8342095150323818,0.9070447149498856,1.0,4.221088430245077,0.2967735519744365,mpi3d,True,True,True,True,False
0,0,entangled,0.2520308025473905,1.0923478928735526,0.5522910965111331,5.393283129386679,0.5790724922631457,mpi3d,True,True,True,True,False
1,1,disentangled,0.8414654039081039,0.8773063872582016,1.0,4.333698550529338,0.2957219251186878,mpi3d,True,True,True,True,False
0,0,entangled,0.4152120914432227,0.6110459339623785,0.6835343700837672,0.8308216282241756,0.1477629946648477,cars3d,True,True,False,True,False
1,1,disentangled,0.9072075519863384,0.5053975509440835,1.0,1.4838712386767678,0.0170701602378538,cars3d,True,True,False,True,False
0,0,entangled,0.1289477367027938,1.1039945560192714,0.5188636301819537,5.5704162711917,0.5039950940828705,mpi3d,True,True,True,True,False
1,1,disentangled,0.8277530085426217,0.9038620595853476,1.0,4.108677655140168,0.2937133260769273,mpi3d,True,True,True,True,False
0,0,entangled,0.1573844111389506,0.5407740669904607,0.7059829965089552,0.6055193800358367,0.1918863314788784,cars3d,True,True,False,True,False
1,1,disentangled,0.9083832314233808,0.4678713044499568,1.0,1.4900230447338352,0.0172518319929858,cars3d,True,True,False,True,False
0,0,entangled,0.1294883715813223,0.6879355290443931,0.5156551765145581,0.5269508514095076,0.0712121780700783,smallnorb,True,True,False,False,False
1,1,disentangled,0.9033199162399884,0.6268234076450179,1.0,2.436964751470027,0.2760087457382602,smallnorb,True,True,False,False,False
0,0,entangled,0.1985821332181748,1.0545217059705947,0.4743037717747953,4.154199933718489,0.4262594348657886,mpi3d,True,True,False,True,False
1,1,disentangled,0.8376744017910824,0.8330820383571569,1.0,4.274734246677586,0.3035506098082107,mpi3d,True,True,False,True,False
0,0,entangled,0.1849984271396298,0.6573109572951416,0.4685115192574807,0.4681791401076696,0.1092897039249048,smallnorb,True,True,False,False,False
1,1,disentangled,0.9080327889745852,0.5858454113890071,1.0,2.509916107568164,0.2856640520417091,smallnorb,True,True,False,False,False
0,0,entangled,0.2299756073168687,0.6446690439705667,0.7221499353962618,0.946602585820202,0.2653518383742228,cars3d,True,True,False,True,False
1,1,disentangled,0.9173454474657416,0.4806020255407895,1.0,1.591576980147507,0.0186749707806418,cars3d,True,True,False,True,False
0,0,entangled,0.1644598325012647,0.5211225533123907,0.6926310278889151,0.3275957537224485,0.0983798683069349,cars3d,True,True,False,True,False
1,1,disentangled,0.9167967138031164,0.5105365335029278,1.0,1.581323933908353,0.0190882485673321,cars3d,True,True,False,True,False
0,0,entangled,0.7232961846273578,0.5409936743152108,0.6690938749945018,0.5134282305693154,0.0849444765506367,cars3d,True,True,False,True,False
1,1,disentangled,0.9102415633907072,0.4542556462332015,1.0,1.5207561189135568,0.0185809898806929,cars3d,True,True,False,True,False
0,0,entangled,0.2263455800482483,0.5996445787951664,0.4761894192588171,0.5906034186930453,0.1354922540071967,smallnorb,True,True,False,False,False
1,1,disentangled,0.899983681657643,0.56914247842361,1.0,2.391831956829421,0.2741615106746479,smallnorb,True,True,False,False,False
0,0,entangled,0.1204316725088309,0.6704642923706506,0.5593835406472968,1.2790737628754043,0.2835813260029279,smallnorb,True,True,False,True,False
1,1,disentangled,0.9024015566170832,0.6375031040306333,1.0,2.430598574435737,0.2724523244036603,smallnorb,True,True,False,True,False
0,0,entangled,0.1425154392734011,0.862627577792972,0.5888995028935523,3.0505285620381493,0.479263837805898,dsprites,True,True,False,True,False
1,1,disentangled,0.8888261108529701,0.6973240102156919,1.0,3.2894270106507264,0.4427472265378739,dsprites,True,True,False,True,False
0,0,entangled,0.403372791880552,0.876482346578779,0.6055712810162173,2.6662109450241047,0.4566671182663723,dsprites,True,True,False,True,False
1,1,disentangled,0.8849817026398036,0.6867779523412965,1.0,3.202572656911615,0.4301656220207502,dsprites,True,True,False,True,False
0,0,entangled,0.1611553194974958,0.9992212737327896,0.5204254857346073,5.0197660678254685,0.5019287938026465,mpi3d,True,True,True,True,False
1,1,disentangled,0.8298842850384843,0.955884197562932,1.0,4.15956966500996,0.2930744928997821,mpi3d,True,True,True,True,False
0,0,entangled,0.2354345439779915,0.8162325370571745,0.5662045293668148,2.42994822027391,0.4342495466900243,dsprites,True,True,False,True,False
1,1,disentangled,0.8817069260598316,0.6950045093181886,1.0,3.154252163504096,0.422260138108659,dsprites,True,True,False,True,False
0,0,entangled,0.2215651739591321,0.6002656841819464,0.7188559412550252,0.7751875314757957,0.2028508091618414,cars3d,True,True,False,True,False
1,1,disentangled,0.9033394550260092,0.469962827707512,1.0,1.4493349675968863,0.0171808548589738,cars3d,True,True,False,True,False
0,0,entangled,0.2052841969792858,0.5332671455599804,0.7256422014678795,0.8402023086263681,0.2183148717248375,cars3d,True,True,False,True,False
1,1,disentangled,0.9153666232610508,0.5000883904953173,1.0,1.5730111265523208,0.0182689702564892,cars3d,True,True,False,True,False
0,0,entangled,0.1008554224992262,0.6867537271001966,0.5358753249378804,1.0193847227569537,0.1423310549528097,smallnorb,True,True,False,False,False
1,1,disentangled,0.9108379432061336,0.6104337562241663,1.0,2.5536688732834536,0.2827116988313005,smallnorb,True,True,False,False,False
0,0,entangled,0.0520630514900078,1.026792406441508,0.4720681531519548,4.8240281313478,0.3714365631685586,mpi3d,True,True,True,True,False
1,1,disentangled,0.8458841875185006,0.900945059838453,1.0,4.45149873549536,0.3116356435268276,mpi3d,True,True,True,True,False
0,0,entangled,0.0685100207959334,0.7863246310204286,0.5446994095958242,2.211280549619405,0.3856677363887558,dsprites,True,True,False,False,False
1,1,disentangled,0.8833479307549779,0.7053929785621927,1.0,3.174441235515584,0.4243734130546504,dsprites,True,True,False,False,False
0,0,entangled,0.0763555990620043,0.6268882890570316,0.5394166055626816,1.2897049367012603,0.278984357821332,smallnorb,False,True,False,True,False
1,1,disentangled,0.8950506368618264,0.6570885021300914,1.0,2.3183980287658463,0.2632552503656331,smallnorb,False,True,False,True,False
0,0,entangled,0.1707306345743267,0.8135900771439659,0.5221449890015086,2.0735901518929545,0.2597613237824148,dsprites,True,True,False,False,False
1,1,disentangled,0.8796467699047179,0.7284867659056998,1.0,3.1218068841562863,0.4294413522974446,dsprites,True,True,False,False,False
0,0,entangled,0.6328864079235554,0.7371738071675902,0.5928363196574353,1.4344049536622463,0.2844251258883938,smallnorb,True,True,False,True,False
1,1,disentangled,0.9070238651342056,0.6008558996355494,1.0,2.4897858865479536,0.2802178099322501,smallnorb,True,True,False,True,False
0,0,entangled,0.2291837524282269,0.8349029088054899,0.5736163764944426,2.408087603307665,0.3722446189780103,dsprites,True,True,False,False,False
1,1,disentangled,0.8885390358499268,0.7295602891942861,1.0,3.2801414670032054,0.4329348213475447,dsprites,True,True,False,False,False
0,0,entangled,0.2129229289637635,1.1157090314946103,0.5642862285200989,4.041806875489959,0.4751892403987413,mpi3d,True,True,False,True,False
1,1,disentangled,0.8454905629749746,0.8933646655658535,1.0,4.443577265213239,0.3155521828734657,mpi3d,True,True,False,True,False
0,0,entangled,0.1704840795444233,0.596452592918428,0.7595683381850555,1.0681268691799253,0.29562875729827,cars3d,True,True,False,True,False
1,1,disentangled,0.919635938834467,0.4874204008219729,1.0,1.6377864948168908,0.0192656880067417,cars3d,True,True,False,True,False
0,0,entangled,0.0733895245937195,0.9449039150816836,0.5300939339095987,4.037219162964567,0.4821826671044622,mpi3d,True,True,False,True,False
1,1,disentangled,0.8431430247544778,0.8678789230642071,1.0,4.389628103199675,0.3019018165947066,mpi3d,True,True,False,True,False
0,0,entangled,0.4775449837865407,1.0303363425482883,0.4787862046083919,3.999744388349973,0.4381781937080075,mpi3d,True,True,False,True,False
1,1,disentangled,0.841652229389655,0.8882710873965342,1.0,4.35122973464887,0.293133297867384,mpi3d,True,True,False,True,False
0,0,entangled,0.1753268514511352,1.0333412307733902,0.5496978332810302,6.009663157115876,0.5453765151742557,mpi3d,True,True,True,True,False
1,1,disentangled,0.8464370608656027,0.9012736069419028,1.0,4.416936489386732,0.2975259174033291,mpi3d,True,True,True,True,False
0,0,entangled,0.2159640801157446,0.7808523914433556,0.5630383129780904,1.4048643440951532,0.2839365218211669,dsprites,True,True,False,False,False
1,1,disentangled,0.8924573255677919,0.7053294408818938,1.0,3.327697856903179,0.4375867826070538,dsprites,True,True,False,False,False
0,0,entangled,0.0679090785245288,0.9425865035236712,0.6541503110686315,4.108768875402532,0.6101995461367837,dsprites,True,True,True,True,False
1,1,disentangled,0.8907573875148154,0.6922856636705855,1.0,3.305531693645244,0.4402303985578331,dsprites,True,True,True,True,False
0,0,entangled,0.7248976479782661,0.8162072920303102,0.5967311746326529,2.578890717295117,0.4336717002861516,dsprites,True,True,False,True,False
1,1,disentangled,0.8819921458238322,0.6927689844548357,1.0,3.16277343604965,0.4316673384113312,dsprites,True,True,False,True,False
0,0,entangled,0.4717658177070979,1.0086769457253475,0.5817865291143982,5.091978514805454,0.5026238765943477,mpi3d,True,True,True,True,False
1,1,disentangled,0.8413024114597073,0.8968984098187118,1.0,4.37677281674069,0.3054976689833562,mpi3d,True,True,True,True,False
0,0,entangled,0.3012307378242206,1.0998907118932106,0.4725094936135973,6.531031157344388,0.4634860939278509,mpi3d,True,True,True,True,False
1,1,disentangled,0.8333437615211647,0.8795516316569574,1.0,4.173580602488808,0.2881661877973591,mpi3d,True,True,True,True,False
0,0,entangled,0.1006670029718938,0.6486510694370639,0.6944760487839546,0.5310569041262607,0.1131431934053187,cars3d,True,True,False,True,False
1,1,disentangled,0.9064398921961372,0.5010357537589614,1.0,1.473613810860618,0.0175759020684586,cars3d,True,True,False,True,False
0,0,entangled,0.2140772011432524,0.6458472150339644,0.7567086852803092,1.1131692792119812,0.1747462983990584,cars3d,True,True,False,True,False
1,1,disentangled,0.9031274843824224,0.4317392949076382,1.0,1.4463939835439676,0.0176842397729667,cars3d,True,True,False,True,False
0,0,entangled,0.2233697128615349,0.7475404974686618,0.583358402010479,2.5486929322528407,0.4588966041534001,smallnorb,True,True,True,True,False
1,1,disentangled,0.8889554609858398,0.6125501458576509,1.0,2.236389405877701,0.2558209422442647,smallnorb,True,True,True,True,False
0,0,entangled,0.1264632984614863,0.6159177270786175,0.7650099407170845,1.6609245214758372,0.4101881543650261,cars3d,True,True,True,True,False
1,1,disentangled,0.911135774532158,0.5175935113738936,1.0,1.5247028559147855,0.017237747845724,cars3d,True,True,True,True,False
0,0,entangled,0.0215673462144803,1.0268507465312593,0.6038150187815268,6.355752079097034,0.5318642265803752,mpi3d,True,True,True,True,False
1,1,disentangled,0.8423327251312838,0.8751069505253806,1.0,4.367515965923444,0.298606238433533,mpi3d,True,True,True,True,False
0,0,entangled,0.0476008627215365,1.0460305699824917,0.5112672164387664,4.505655965570887,0.3923164106920471,mpi3d,True,True,True,True,False
1,1,disentangled,0.834922199556655,0.9065499122285208,1.0,4.226645212393235,0.2958291161234338,mpi3d,True,True,True,True,False
0,0,entangled,0.1383264437799717,0.6596456559968185,0.730231515433329,1.9449124555027903,0.472944132474981,cars3d,True,True,True,True,False
1,1,disentangled,0.9097868543533862,0.4757187288426701,1.0,1.5035170892586258,0.0174732649648333,cars3d,True,True,True,True,False
0,0,entangled,0.2798351232746905,0.5905061406980902,0.7017324111255271,0.281254013871981,0.0808868189449659,cars3d,True,True,False,True,False
1,1,disentangled,0.91299320882227,0.4662299085836796,1.0,1.543953062448133,0.0182377246584515,cars3d,True,True,False,True,False
0,0,entangled,0.0401629404925305,0.8397577799858926,0.5840759090678639,4.342262493692484,0.6668209532343494,dsprites,True,True,True,True,False
1,1,disentangled,0.8910787577148621,0.7006816758951928,1.0,3.297006216437468,0.4294482099567762,dsprites,True,True,True,True,False
